management challenges;;;;;;;;;
management fashion;;;;;;;;;
management issues for social networks;;;;;;;;;
management of intra-organizational coopetition;;;;;;;;;
management response;;;;;;;;;
managerial adoption process;;;;;;;;;
managerial mindsets;;;;;;;;;
managerial quality-of-service attributes;;;;;;;;;
manufacturing;;;;;;;;;
manufacturing data;;;;;;;;;
manufacturing sector;;;;;;;;;
manufacturing systems;;;;;;;;;
mapping;;;;;;;;;
mapreduce;;;;;;;;;
marker-based;;;;;;;;;
markerless;;;;;;;;;
market basket analysis;;;;;;;;;
market intelligence;;;;;;;;;
market orientation;;;;;;;;;
market performance;;;;;;;;;
market research;;;;;;;;;
market segmentation;;;;;;;;;
market value of firm;;;;;;;;;
marketing;;;;;;;;;
marketing capability;marketing capabilities;;;;;;;;
marketing channel complaints;;;;;;;;;
marketing de medios sociales;;;;;;;;;
marketing ethics;;;;;;;;;
marketing organization;marketing organization theory;;;;;;;;
marketing philosophy;;;;;;;;;
marketing strategy;;;;;;;;;
marketing-r&d interface;;;;;;;;;
mass customization;;;;;;;;;
matchmaking;;;;;;;;;
mca;;;;;;;;;
measurement;;;;;;;;;
measurement development;;;;;;;;;
mechanism design;;;;;;;;;
media naturalness theory;;;;;;;;;
medical errors;;;;;;;;;
medical informatics;;;;;;;;;
medical web forum;;;;;;;;;
membership cards;;;;;;;;;
mergers;;;;;;;;;
mesh terms: elderly;;;;;;;;;
meta-analysis;;;;;;;;;
meta-ethnography;;;;;;;;;
metadata crosswalks;;;;;;;;;
metadata standards;;;;;;;;;
microblogging;micro-blogging;micro blog;;;;;;;
microenterprises;;;;;;;;;
microfinance;;;;;;;;;
microscopy;;;;;;;;;
migrant workers;;;;;;;;;
migration;;;;;;;;;
mind/body;;;;;;;;;
minimum cross entropy;;;;;;;;;
misalignment;;;;;;;;;
missed care;;;;;;;;;
mission drift;;;;;;;;;
misuse of personal and financial data;;;;;;;;;
mixed-method research;mixed methodology;mixed methods approach;mixed-methods grounded theory;;;;;;
mobile;;;;;;;;;
mobile app adoption;;;;;;;;;
mobile application;mobile app;mobile applications;mobile apps;mobile shopping apps;;;;;
mobile banking;;;;;;;;;
mobile business;;;;;;;;;
mobile cloud computing;;;;;;;;;
mobile commerce;m-commerce;mobile social commerce;;;;;;;
mobile data;;;;;;;;;
mobile devices;;;;;;;;;
mobile diaries;;;;;;;;;
mobile marketing;mobile advertising;;;;;;;;
mobile promotions;;;;;;;;;
mobile services;;;;;;;;;
mobile social media;mobile social computing;;;;;;;;
mobile targeting;;;;;;;;;
model-based engineering;;;;;;;;;
modeling;modelling;;;;;;;;
monetary reward;;;;;;;;;
monitoring;;;;;;;;;
morphology analysis;;;;;;;;;
motivation;;;;;;;;;
mpp;;;;;;;;;
multi devices;;;;;;;;;
multi-attribute evaluation;;;;;;;;;
multi-channel ecosystems;;;;;;;;;
multi-modality;;;;;;;;;
multi-unit and multi-brand coopetition;;;;;;;;;
multidimensional modeling;;;;;;;;;
multigenerational marketing;;;;;;;;;
multilevel approach;;;;;;;;;
multimedia;;;;;;;;;
multimedia event detection;;;;;;;;;
multiple case studies;;;;;;;;;
multistage approach;;;;;;;;;
museum guides;;;;;;;;;
museums;;;;;;;;;
music marketing;;;;;;;;;
muslim friendly;;;;;;;;;
mutual trust;;;;;;;;;
mutual understanding;;;;;;;;;
n-rel;;;;;;;;;
naivasha-nakuru basin;;;;;;;;;
naive bayes (nb);;;;;;;;;
named entity recognition;;;;;;;;;
nanotechnology;;;;;;;;;
necessity;;;;;;;;;
need for social approval;;;;;;;;;
neighborhood;;;;;;;;;
netnography;;;;;;;;;
network;;;;;;;;;
network airlines;;;;;;;;;
network analysis;network analytics;;;;;;;;
network applications;;;;;;;;;
network approach;;;;;;;;;
network capabilities;network capability;;;;;;;;
network data;;;;;;;;;
network externalities;;;;;;;;;
network features;;;;;;;;;
network resources;;;;;;;;;
network-based classifiers;;;;;;;;;
networking technologies;;;;;;;;;
new e-business technologies;;;;;;;;;
new product development;;;;;;;;;
new product diffusion;;;;;;;;;
new product promotion;;;;;;;;;
new technology;;;;;;;;;
new venture;;;;;;;;;
news stories;;;;;;;;;
nielsen people meter;;;;;;;;;
no-tillage;;;;;;;;;
non-iidness learning;;;;;;;;;
normalization;;;;;;;;;
normative supplier pressures;;;;;;;;;
norms;;;;;;;;;
nosql;;;;;;;;;
npd;;;;;;;;;
nps;;;;;;;;;
nuclear power plant;;;;;;;;;
nursing process;;;;;;;;;
obsidian conveyance;;;;;;;;;
obsidian hydration dating;;;;;;;;;
obsidian provenance analysis;;;;;;;;;
obsidian sourcing;;;;;;;;;
off-normal condition;;;;;;;;;
omni-channel marketing;;;;;;;;;
oneness;;;;;;;;;
online;;;;;;;;;
online banking;;;;;;;;;
online brand communities;;;;;;;;;
online communication with customer;;;;;;;;;
online community;online communities;;;;;;;;
online customer reviews;customer reviews;online review;online reviews;review;reviews;;;;
online customer-initiated contact;;;;;;;;;
online game;online games;;;;;;;;
online interactivity;;;;;;;;;
online marketing;;;;;;;;;
online privacy;;;;;;;;;
online profiling;;;;;;;;;
online relationship management;;;;;;;;;
online retailing;;;;;;;;;
online review management;;;;;;;;;
online sales;;;;;;;;;
online shop;online shopping;;;;;;;;
online social network;online social networks;online social networks (osns);;;;;;;
online transportation;;;;;;;;;
online visibility;;;;;;;;;
ontology;ontology mining;;;;;;;;
ontology-based data access;;;;;;;;;
ontology-based data integration;;;;;;;;;
ontop;;;;;;;;;
open government;;;;;;;;;
open government data (ogd);;;;;;;;;
open innovations;;;;;;;;;
operational efficiency;;;;;;;;;
opinion leadership;;;;;;;;;
opinion mining;;;;;;;;;
optimization;;;;;;;;;
or in marketing;;;;;;;;;
organization;;;;;;;;;
organizational culture;;;;;;;;;
organizational design;organization re-design;;;;;;;;
organizational innovation;;;;;;;;;
organizational transformation;;;;;;;;;
otas;;;;;;;;;
outreach;;;;;;;;;
outside-in marketing capability;;;;;;;;;
overlap communities;;;;;;;;;
paleopathology;;;;;;;;;
paradigm-specific macro-structures;;;;;;;;;
partial least squares;partial least squares multi-group analysis (pls-mga);partial least squares structural equation modelling (pls-sem);;;;;;;
participation;;;;;;;;;
participation behavior;;;;;;;;;
participation engagement;;;;;;;;;
partner interface;;;;;;;;;
partnership;;;;;;;;;
passenger loyalty;;;;;;;;;
passenger satisfaction;;;;;;;;;
passenger trust;;;;;;;;;
patient care;;;;;;;;;
pdm;;;;;;;;;
peace;;;;;;;;;
peer effects;;;;;;;;;
peer participation;;;;;;;;;
perceived behavioral control;;;;;;;;;
perceived gambling value;;;;;;;;;
perceived information helpfulness;;;;;;;;;
perceived interactivity;;;;;;;;;
perceived job performance;;;;;;;;;
perceived risk;;;;;;;;;
perceived value;;;;;;;;;
perception of innovation;;;;;;;;;
performance;;;;;;;;;
performance evaluation;performance measure;;;;;;;;
personality;;;;;;;;;
personality prediction;;;;;;;;;
personality traits;;;;;;;;;
personalization;;;;;;;;;
personalized and scalable product experience ;;;;;;;;;
personalized recommendation;;;;;;;;;
persuasive technology;;;;;;;;;
pervasive;;;;;;;;;
pestel;;;;;;;;;
petri nets;;;;;;;;;
pii attributes;;;;;;;;;
pipeline;;;;;;;;;
place attachment;;;;;;;;;
platform;;;;;;;;;
platform capability;;;;;;;;;
plm;;;;;;;;;
pls-sem;;;;;;;;;
plspm;;;;;;;;;
pokemon go;;;;;;;;;
policy makers;;;;;;;;;
popular geography;;;;;;;;;
port research;;;;;;;;;
post-adoption intention;;;;;;;;;
postal operator;;;;;;;;;
power;;;;;;;;;
power source;;;;;;;;;
practice environments;;;;;;;;;
practice theory;;;;;;;;;
practices;;;;;;;;;
predictive analysis;predictive analytics;predictive modeling;predictive models;;;;;;
prehistoric obsidian use;;;;;;;;;
prejudice;;;;;;;;;
prequalifying checklist;;;;;;;;;
prevention;;;;;;;;;
principal component analysis;;;;;;;;;
privacy;;;;;;;;;
privacy concern;;;;;;;;;
privacy fatigue;;;;;;;;;
privacy preserving;;;;;;;;;
privacy risk;;;;;;;;;
private club industry;;;;;;;;;
probabilistic trust rule;;;;;;;;;
proceso de adopcion gerencial;;;;;;;;;
process approach;;;;;;;;;
process components analysis;;;;;;;;;
process container organization;;;;;;;;;
process improvement;;;;;;;;;
process logs;;;;;;;;;
process mining;;;;;;;;;
process oriented;;;;;;;;;
process performance;;;;;;;;;
process prioritization;;;;;;;;;
processes;;;;;;;;;
product avatar;;;;;;;;;
product design;;;;;;;;;
product diversity;;;;;;;;;
product information;;;;;;;;;
product innovativeness;;;;;;;;;
product network;;;;;;;;;
product ontology;;;;;;;;;
product-enabled services;;;;;;;;;
product-service system;;;;;;;;;
production economics;;;;;;;;;
professional sales;;;;;;;;;
professional service operations management (psom);;;;;;;;;
profit;;;;;;;;;
programming environments;;;;;;;;;
project management;project management office;;;;;;;;
project teams;;;;;;;;;
promoting new products;;;;;;;;;
proportionality;;;;;;;;;
prospect purchase intention;;;;;;;;;
prosumption;;;;;;;;;
psychological cost;;;;;;;;;
psychosis;;;;;;;;;
public data;;;;;;;;;
public maintenance;;;;;;;;;
public perception;;;;;;;;;
public procurement;;;;;;;;;
public self-consciousness;;;;;;;;;
public service broadcasting;;;;;;;;;
purchase behavior;;;;;;;;;
purchase intention;;;;;;;;;
pushpullmooring;;;;;;;;;
q-gram indexing;;;;;;;;;
qos prediction;;;;;;;;;
qualitative and quantitative analysis;;;;;;;;;
qualitative comparative analysis (qca);;;;;;;;;
qualitative methods;;;;;;;;;
qualitative study;;;;;;;;;
quality of life;;;;;;;;;
querying;;;;;;;;;
r-project;;;;;;;;;
r&d management/assessment;;;;;;;;;
r&d-marketing;;;;;;;;;
r2rml;;;;;;;;;
racism;;;;;;;;;
random forests;;;;;;;;;
rankings;;;;;;;;;
rare events;;;;;;;;;
ratings and reviews;;;;;;;;;
rational use;;;;;;;;;
raw material transfer;;;;;;;;;
rdf;;;;;;;;;
reach and richness;;;;;;;;;
real estate market development index;;;;;;;;;
real estate market sustainability;;;;;;;;;
real-time;;;;;;;;;
receiver operating characteristic analysis;;;;;;;;;
reciprocal commitment;;;;;;;;;
reciprocal favor;;;;;;;;;
recommendations;;;;;;;;;
reengineering open government;;;;;;;;;
referral reward program;;;;;;;;;
region duplication;;;;;;;;;
regression and classification models;;;;;;;;;
regret;;;;;;;;;
regulatory focus;;;;;;;;;
relational classification;;;;;;;;;
relational classifiers;;;;;;;;;
relational governance;;;;;;;;;
relational identification;;;;;;;;;
relational interdependence;;;;;;;;;
relational selling;;;;;;;;;
relational view;;;;;;;;;
relational website;;;;;;;;;
relationship;;;;;;;;;
relationship capital;;;;;;;;;
relationship commitment;;;;;;;;;
relationship harmony;;;;;;;;;
relationship management;;;;;;;;;
relationship marketing;;;;;;;;;
relationship modeling;;;;;;;;;
relationship quality;;;;;;;;;
relativism;;;;;;;;;
relevance;;;;;;;;;
relevance of text classification;;;;;;;;;
reliable transmission;;;;;;;;;
reporting culture;;;;;;;;;
repositories;;;;;;;;;
reproducible and collaborative research;;;;;;;;;
reproductive technology;;;;;;;;;
repurchase intention;;;;;;;;;
reputation;;;;;;;;;
reputation management;;;;;;;;;
reputation mechanism;;;;;;;;;
reputation monitoring;;;;;;;;;
research articles;;;;;;;;;
research framework;;;;;;;;;
resilience;;;;;;;;;
resistance;;;;;;;;;
resource allocation;resource allocation algorithm;;;;;;;;
resource commitment;;;;;;;;;
resource generator;;;;;;;;;
resource integration;;;;;;;;;
resource mobilisation;;;;;;;;;
resource pooling;;;;;;;;;
resource-based theory;resource-based view;;;;;;;;
respondents;;;;;;;;;
response modeling;;;;;;;;;
retail;retailing;;;;;;;;
retention;;;;;;;;;
return migration;;;;;;;;;
return to education;;;;;;;;;
reuse;;;;;;;;;
revealed-stated preferences;;;;;;;;;
revenue management;;;;;;;;;
reverse logistics;;;;;;;;;
review paper;;;;;;;;;
review valence;;;;;;;;;
rfid;rfid technology;;;;;;;;
rfm;;;;;;;;;
riesgo;;;;;;;;;
risk;;;;;;;;;
risk assessment model;;;;;;;;;
risk management;;;;;;;;;
risk-return;;;;;;;;;
road vehicle control;;;;;;;;;
rock-art;;;;;;;;;
roles of es professionals;;;;;;;;;
romanian city halls;;;;;;;;;
rooms revenue;;;;;;;;;
royal geographical society;;;;;;;;;
rule extraction;rule induction;;;;;;;;
rural institutional environment;;;;;;;;;
s-o-r model;;;;;;;;;
safety culture;;;;;;;;;
sales management;;;;;;;;;
sales performance;;;;;;;;;
sales technology;;;;;;;;;
salesperson;;;;;;;;;
salesperson behaviors;;;;;;;;;
salesperson performance;;;;;;;;;
salesperson service behaviors;;;;;;;;;
satisfaction;;;;;;;;;
scala;;;;;;;;;
scale development;;;;;;;;;
scale out nas;;;;;;;;;
scan function;;;;;;;;;
scanning behavior;;;;;;;;;
schizophrenia;;;;;;;;;
schooling returns;;;;;;;;;
scrm adoption;;;;;;;;;
scurvy;;;;;;;;;
sd logic;;;;;;;;;
sdlc;;;;;;;;;
seaport logistics;;;;;;;;;
search engine;;;;;;;;;
searching efforts;;;;;;;;;
seasonal pattern;;;;;;;;;
security;;;;;;;;;
security culture;;;;;;;;;
security of supply externalities;;;;;;;;;
security risk;;;;;;;;;
segmentation;;;;;;;;;
seismic risk;;;;;;;;;
self organizing map (som);;;;;;;;;
self-brand connection;self-brand connections;;;;;;;;
self-concept;;;;;;;;;
self-construal;;;;;;;;;
self-determination theory;;;;;;;;;
self-disclosure;;;;;;;;;
self-employment;;;;;;;;;
self-presentation;;;;;;;;;
self-reports;;;;;;;;;
selling;;;;;;;;;
selling performance;;;;;;;;;
sem-neural network;;;;;;;;;
semantic analysis;semantic representation;semantic data models;semantics;;;;;;
semantic space;;;;;;;;;
semantic web;semantic technology;;;;;;;;
sensitivity analysis;;;;;;;;;
sensor;;;;;;;;;
sentiment analysis;aspect-oriented sentiment analysis;sentiment classification;sentiment;;;;;;
sequential gaussian simulation;;;;;;;;;
service;services;;;;;;;;
service advantage;;;;;;;;;
service applications;;;;;;;;;
service composition;;;;;;;;;
service design;;;;;;;;;
service employee self-efficacy;;;;;;;;;
service evaluation;;;;;;;;;
service failure;;;;;;;;;
service innovation;service innovation (si);;;;;;;;
service level agreement;;;;;;;;;
service management;;;;;;;;;
service marketing;;;;;;;;;
service quality;;;;;;;;;
service recovery;;;;;;;;;
service science;;;;;;;;;
service trustworthiness;;;;;;;;;
service-dominant logic;;;;;;;;;
servitization;;;;;;;;;
shapley value;;;;;;;;;
sharing economy;;;;;;;;;
short-term shelter needs;;;;;;;;;
signaling;;;;;;;;;
simple knowledge organization system;;;;;;;;;
situation awareness;;;;;;;;;
situational cues;;;;;;;;;
skill gap;;;;;;;;;
skos;;;;;;;;;
smart agriculture;;;;;;;;;
smart card;;;;;;;;;
smart city;smart cities ;smart city application;;;;;;;
smart cloud;;;;;;;;;
smart contracts;;;;;;;;;
smart data and lakes;;;;;;;;;
smart destination management;;;;;;;;;
smart grid;smart grids;;;;;;;;
smart manufacturing;;;;;;;;;
smart object;;;;;;;;;
smart tourism;;;;;;;;;
smartphone;smart phones;;;;;;;;
smartphone repurchase intention;;;;;;;;;
small and medium enterprises;smes;small-to-medium enterprises;;;;;;;
social benefits;;;;;;;;;
social bots;;;;;;;;;
social brand engagement;;;;;;;;;
social business object;;;;;;;;;
social capital;social capital theory;;;;;;;;
social change;;;;;;;;;
social commerce;;;;;;;;;
social commerce components;;;;;;;;;
social compensation hypothesis;;;;;;;;;
social competency;;;;;;;;;
social computing;social software;;;;;;;;
social conflict;;;;;;;;;
social customer relationship management;social crm;social customer relationship management (social crm);;;;;;;
social discounting;;;;;;;;;
social effects;;;;;;;;;
social enhancement hypothesis;;;;;;;;;
social exchange theory;;;;;;;;;
social identity complexity;;;;;;;;;
social image;;;;;;;;;
social influence;;;;;;;;;
social information processing;;;;;;;;;
social intimacy pheromone;;;;;;;;;
social learning theory;;;;;;;;;
social manufacturing;;;;;;;;;
social media;social media (web);social media applications;social media technology;social media use;social platform;social-media networking;;;
social media analytics;;;;;;;;;
social media brand innovation;;;;;;;;;
social media business profile;;;;;;;;;
social media capabilities;;;;;;;;;
social media engagement;;;;;;;;;
social media management;social media management system (smms);;;;;;;;
social media marketing;social media marketing actions;;;;;;;;
social media networks;;;;;;;;;
social media strategy;social media strategic capability;;;;;;;;
social media service;;;;;;;;;
social network;social network sites (snss);social networking;social networks;social networking sites;social networking websites;social networks sites;;;
social network analysis;social analytics;social media networks analysis;social network analysis platform;;;;;;
social networking mode;;;;;;;;;
social networking services;;;;;;;;;
social performance;;;;;;;;;
social presence theory;social presence;;;;;;;;
social recommendations;;;;;;;;;
social selling;;;;;;;;;
social sensor;;;;;;;;;
social support;;;;;;;;;
social sustainability;;;;;;;;;
socialization;;;;;;;;;
socio-technical framework;;;;;;;;;
soft computing application;;;;;;;;;
software;;;;;;;;;
software architecture;software architecture styles;;;;;;;;
software as a service;;;;;;;;;
software development;;;;;;;;;
software ecosystem;;;;;;;;;
software fault and effort prediction;;;;;;;;;
software game;;;;;;;;;
software industry;;;;;;;;;
software policy;;;;;;;;;
software process improvement (spi);;;;;;;;;
solution network;;;;;;;;;
solution provision;;;;;;;;;
sor model;;;;;;;;;
source credibility;;;;;;;;;
south korea;;;;;;;;;
southwest;;;;;;;;;
sparql endpoint;;;;;;;;;
spatio-temporal prediction;;;;;;;;;
speech-act coding scheme;;;;;;;;;
spi success;;;;;;;;;
sports;;;;;;;;;
spread of influence;;;;;;;;;
stages-of-growth;;;;;;;;;
stakeholder management;;;;;;;;;
stakeholder orientation;;;;;;;;;
stakeholder relations;;;;;;;;;
stakeholder theory;;;;;;;;;
standardisation;;;;;;;;;
start-up business;;;;;;;;;
startup-driven innovation;;;;;;;;;
startups;;;;;;;;;
stated preferences;;;;;;;;;
static index pruning;;;;;;;;;
status;;;;;;;;;
stickiness;;;;;;;;;
stimulusorganismresponse paradigm;;;;;;;;;
stock market prediction;;;;;;;;;
store selection criteria;;;;;;;;;
strategic flexibility;;;;;;;;;
strategic role of it;;;;;;;;;
strategic social media management;;;;;;;;;
structural equation modeling;;;;;;;;;
structural equation modelling;;;;;;;;;
structural holes theory;;;;;;;;;
subgroup identification;;;;;;;;;
subjective norm;;;;;;;;;
subjective norms;;;;;;;;;
subjective well-being;subjective wellbeing;;;;;;;;
supplier performance;;;;;;;;;
supply chain management;supply chain;supply chain management (scm);;;;;;;
support bounds;;;;;;;;;
support vector machine;support vector machine (svm);svm;;;;;;;
surface acting;;;;;;;;;
surveillance;;;;;;;;;
survey;surveys;;;;;;;;
survey errors;;;;;;;;;
survey research;;;;;;;;;
survey validity;;;;;;;;;
survival analysis;;;;;;;;;
sustainability;;;;;;;;;
sustainability open innovation;;;;;;;;;
sustainable development;;;;;;;;;
sustainable innovation;;;;;;;;;
swift guanxi;;;;;;;;;
system design;;;;;;;;;
system gmm;;;;;;;;;
system interoperability and data integration;;;;;;;;;
system quality;;;;;;;;;
systematic literature review;systematic review;;;;;;;;
systemic approach;;;;;;;;;
systemic service innovation;;;;;;;;;
systems development projects;;;;;;;;;
tablet;;;;;;;;;
talent management;;;;;;;;;
taobao;;;;;;;;;
targeting;;;;;;;;;
targeting strategies;;;;;;;;;
task performance;;;;;;;;;
task-technology fit;;;;;;;;;
taxonomy of power influences in supply chain;;;;;;;;;
teaching microeconomics;;;;;;;;;
teachinglearning-based optimization;;;;;;;;;
team identification;;;;;;;;;
team social capital;;;;;;;;;
team work;;;;;;;;;
teamness;;;;;;;;;
technical quality-of-service attributes;;;;;;;;;
techniques;;;;;;;;;
technological change;;;;;;;;;
technological characteristics;;;;;;;;;
technological environment;;;;;;;;;
technological opportunism;;;;;;;;;
technological opportunity discovery;;;;;;;;;
technological paradigm;;;;;;;;;
technology;;;;;;;;;
technology acceptance model;technology acceptance;tam model;tam;technology acceptance model (tam);;;;;
technology addiction;;;;;;;;;
technology adoption;;;;;;;;;
technology brand loyalty;;;;;;;;;
technology forecasting;;;;;;;;;
technology industry;;;;;;;;;
technology infusion;;;;;;;;;
technology innovation;;;;;;;;;
technology law;;;;;;;;;
technology oriented;;;;;;;;;
technology readiness index (tri);;;;;;;;;
technology roadmapping;;;;;;;;;
technology sourcing;;;;;;;;;
technology-organization-environment-process;;;;;;;;;
technologyorganizationenvironment (toe) model;;;;;;;;;
technostress;;;;;;;;;
teen pregnancy;;;;;;;;;
telecommunication;;;;;;;;;
telecommunication data;;;;;;;;;
telecommunications firms;;;;;;;;;
television viewing;;;;;;;;;
temporal data;;;;;;;;;
temporal trend;;;;;;;;;
temporary housing software tools;;;;;;;;;
tenets;;;;;;;;;
tepehuan;;;;;;;;;
territoriality;;;;;;;;;
text analytics;;;;;;;;;
text analytics for android project;;;;;;;;;
text messaging;;;;;;;;;
text mining;;;;;;;;;
theoretical extension;;;;;;;;;
theory building;;;;;;;;;
theory construction;;;;;;;;;
theory integration;;;;;;;;;
theory of planned behaviour;;;;;;;;;
three-layer structure;;;;;;;;;
tie strength;;;;;;;;;
time interval;;;;;;;;;
time orientation;;;;;;;;;
time pressure;;;;;;;;;
time series;;;;;;;;;
tipping;;;;;;;;;
toe framework;toe;;;;;;;;
tools;;;;;;;;;
top management support;;;;;;;;;
topic model;;;;;;;;;
topic modelling;;;;;;;;;
topsis;;;;;;;;;
total factor productivity;;;;;;;;;
tourism;;;;;;;;;
tourism alliances;;;;;;;;;
tourist card 20;;;;;;;;;
tourist destination;;;;;;;;;
tourist kit;;;;;;;;;
traditional marketing analytics;;;;;;;;;
trailer;;;;;;;;;
trains;;;;;;;;;
transcendence;;;;;;;;;
transfer learning;;;;;;;;;
transformational leadership;;;;;;;;;
transparency;;;;;;;;;
travel;;;;;;;;;
treatment;;;;;;;;;
trucking;;;;;;;;;
trust;;;;;;;;;
trust aco;;;;;;;;;
trust perception;;;;;;;;;
trust process;;;;;;;;;
turkey;;;;;;;;;
turning bands method;;;;;;;;;
twitter;facebook and twitter;;;;;;;;
two-sided market;;;;;;;;;
two-way communication;;;;;;;;;
typology;;;;;;;;;
ubiquitous computing;;;;;;;;;
ubiquitous manufacturing;;;;;;;;;
ucc;;;;;;;;;
ugc;;;;;;;;;
uncertain samples;;;;;;;;;
uncertainties;;;;;;;;;
unethical customer behavior;;;;;;;;;
unit non-response;;;;;;;;;
university research centers;;;;;;;;;
usa;;;;;;;;;
usability;;;;;;;;;
usage and gratification approach;;;;;;;;;
usage patterns;;;;;;;;;
usage-based-insurance;;;;;;;;;
use;;;;;;;;;
usefulness of crm solutions;;;;;;;;;
user behavioural engagement;;;;;;;;;
user communities;;;;;;;;;
user engagement;;;;;;;;;
user entrepreneur;;;;;;;;;
user generated content;;;;;;;;;
user innovation;;;;;;;;;
user integration;;;;;;;;;
user profiles;;;;;;;;;
user roles;;;;;;;;;
user satisfaction;;;;;;;;;
user-generated content;user-created content;user-generated content (ugc);user-generated media;user-generated-content;;;;;
users viewpoint;;;;;;;;;
uses and gratifications theory;uses and gratifications;;;;;;;;
utaut2;;;;;;;;;
utilisationimportance matrix;;;;;;;;;
v-commerce;;;;;;;;;
valence;;;;;;;;;
value capture;;;;;;;;;
value co-creation;;;;;;;;;
value creation;value-creation;;;;;;;;
value in consumption;;;;;;;;;
value leverage;;;;;;;;;
value protection;;;;;;;;;
value stream;;;;;;;;;
value use;;;;;;;;;
value-discover;;;;;;;;;
value-in-context;;;;;;;;;
value-realization;;;;;;;;;
vehicular cloud computing;;;;;;;;;
vehicular networks;;;;;;;;;
video;;;;;;;;;
video game;;;;;;;;;
violence;;;;;;;;;
virtual brand communities;;;;;;;;;
virtual community;;;;;;;;;
virtual customer experience;;;;;;;;;
virtual machine;;;;;;;;;
virtual mirror;;;;;;;;;
virtual reality;virtual reality retailing (vrr);augmented reality (ar);;;;;;;
virtual world;virtual worlds (vws);;;;;;;;
visual geography;;;;;;;;;
vitamin c deficiency;;;;;;;;;
voll pricing;;;;;;;;;
waiting time;;;;;;;;;
waste;;;;;;;;;
web 20;web 20 technologies;web 20 technologies use in public sector;;;;;;;
web application normal load testing;;;;;;;;;
web frameworks;;;;;;;;;
web mining;web content mining;;;;;;;;
web of things;;;;;;;;;
web rule;;;;;;;;;
web services;;;;;;;;;
web site socialness;;;;;;;;;
web-based integration;;;;;;;;;
web-based self-service;;;;;;;;;
web-based surveys;;;;;;;;;
website personalization;;;;;;;;;
wellbeing;;;;;;;;;
willingness to pay;;;;;;;;;
word tree;;;;;;;;;
word-of-mouth;word-of-mouth (wom);electronic word of mouth;electronic word-of-mouth;electronic word-of-mouth (e-wom);electronic word-of-mouth (ewom);(electronic) word of mouth;e-wom;e-word-of-mouth;ewom
words co-occurrence network;;;;;;;;;
workflow;;;;;;;;;
workload;;;;;;;;;
wrapper technologies;;;;;;;;;
xcloudx;;;;;;;;;
zernike moment;;;;;;;;;
